features,complexity,team_size,experience,bug_risk,duration,effort,complexity_score,team_efficiency
-0.6976787810679477,-1.1738880763809425,-0.019281072988614437,-1.2183586077201134,-1.3031770802914464,21.0,113.4,-0.9942242284905908,0.8709846248429043
1.2143155946820658,1.2749006096809976,-0.019281072988614437,1.209255056479365,1.3518526248863727,103.0,556.2,2.069291225916936,-0.6725731374779155
-1.175677375005451,1.2749006096809976,1.3829787807288063,-0.004551775620374194,1.3518526248863727,38.0,342.0,-0.48363831942266966,-0.15805388337097545
-1.49434310429712,-1.1738880763809425,-1.4215409267060353,-0.004551775620374194,-0.4181671785655066,16.0,28.8,-1.277883066861658,-0.6725731374779155
0.8956498653903969,1.2749006096809976,-0.019281072988614437,1.209255056479365,-0.4181671785655066,88.0,475.2,1.7289006198716552,-0.6725731374779155
0.09898554216122464,1.2749006096809976,0.681848853870096,-1.2183586077201134,0.46684272316043307,72.5,522.0,0.8779241047584533,-0.41531351042444553
1.2143155946820658,1.2749006096809976,1.3829787807288063,-1.2183586077201134,0.46684272316043307,101.0,909.0,2.069291225916936,-0.15805388337097545
-1.175677375005451,-1.1738880763809425,0.681848853870096,-0.004551775620374194,-0.4181671785655066,19.0,136.8,-1.164419531513231,1.6427635060033143
1.5329813239737347,0.050506266650027526,0.681848853870096,1.209255056479365,1.3518526248863727,79.5,572.4,1.1048511754553072,0.09920574368249443
0.09898554216122464,-1.1738880763809425,-0.019281072988614437,-0.004551775620374194,-1.3031770802914464,24.0,129.6,-0.7105653901195235,0.8709846248429043
1.0549827300362313,0.050506266650027526,-0.7204109998473248,-0.004551775620374194,-1.3031770802914464,61.0,219.6,0.7644605694100264,-0.6725731374779155
0.09898554216122464,0.050506266650027526,-0.7204109998473248,-0.004551775620374194,1.3518526248863727,55.0,198.0,0.08367935731946492,-0.6725731374779155
0.41765127145289355,1.2749006096809976,0.681848853870096,-1.2183586077201134,-0.4181671785655066,82.5,594.0,1.218314710803734,-0.41531351042444553
1.5329813239737347,-1.1738880763809425,-0.7204109998473248,1.209255056479365,-1.3031770802914464,40.0,144.0,-0.19997948105160235,0.09920574368249443
0.2583184068070591,-1.1738880763809425,1.3829787807288063,1.209255056479365,-1.3031770802914464,21.0,189.0,-0.65383362244531,2.414542387163724
-0.6976787810679477,-1.1738880763809425,-1.4215409267060353,1.209255056479365,0.46684272316043307,18.0,32.4,-0.9942242284905908,-0.6725731374779155
0.8956498653903969,1.2749006096809976,-0.019281072988614437,-1.2183586077201134,0.46684272316043307,95.0,513.0,1.7289006198716552,-0.6725731374779155
